test_example_id,story,predicted_gender
266,לפני חודשים היית בסמסטר שנה בלימודים הייתי חדורת מטרה להצליח ועמדתי ביעדים שלי והיה לחץ גבוה להצליח ולא להיכשל ככל שתקופת המבחנים קרבה התחלתי להרגיש טוב וכאבים יומיומיים החלו להופיע באותה תקופה עבדתי מהבית והלימודים הועברו דרך הזום שיכולתי למשוך הזמן הכאבים מאחר ולא היה צורך לצאת מהבית להתאמץ גופנית כשתקופת המבחנים החלה מצבי החמיר יותר ביום המבחן הראשון שפתח תקופת המבחנים ביצעתי בקושי המבחן וישר אחריו כבר פניתי למיון בשל הכאבים המחמירים מרגע לרגע במיון הצליחו לאתר ומה גורם לכאבים שלי חיברו אותי לאינפוזיה להורדת הכאבים ושלחו אותי הביתה כשחזרתי הביתה הכאבים פסקו ורק התגברו והתחזקו וביחד הלחץ המבחנים והפחד שהלימודים ייפגעו ניסיתי להמשיך לנסות להתרכז בלמידה בבוקר שבת שבוע לאחר שביקרתי במיון התחלתי להקיא ללא הפסקה והורי לקחו אותי ישר למיון במיון עברתי מלא בדיקות שנמשכו במשך היום הרופאים לקחו אותי ברצינות מאחר ונראיתי להם בחורה צעירה ובריאה ידעתי שמשהו תקין בגוף שלי וחייב למצוא גורם לכאב בסוף היום הכניסו אותי לצילום ובינתיים קבלת התוצאות אחותי החליפה אמי בבית חולים לאחר כמה שעות אחד הרופאים פנה אליי ואל אחותי והסביר שמצאו גורם לכאבים שלי ואני צריכה להיכנס לניתוח חירום כמה שיותר מהר נכנסתי לפאניקה תיארתי לעצמי תרחיש שאני אצטרך ניתוח חיברו אותי לצינור זונדה וקבעו ניתוח לבוקר שאחרי הניתוח היה קשה וההחלמה עוד יותר יכולתי לגשת למבחנים והקצב החלמה שלי היה איטי והרגשתי שכל שבניתי בלימודים הולך וקורס ללא שליטה בחצי שנה אחרי הניתוח נאבקתי בלימודים וניגשתי להרבה מועדי מנת להימנע מקורסים חוזרים הארכת התואר הצלחתי לעבור המבחנים וחלקם בהצלחה והתקופה הזאת הייתה מאתגרת למרות הכאבים והפער הגדול בין כולם הצלחתי לעבור התקופה הקשה הזאת,m
267,בעקבות הקורונה בסגר הראשון כשסגרו בתי הספר והגנים והמכללות נאלצתי לבלות בבית שני הילדים שלי אחת ואחד עשר הבת שלי בדיוק עלתה לכיתה והבן עלה לכיתה חשוב לציין שבעלי המשיך לעבוד בזמן הסגר מאחר והוא היה חיוני ואני נאלצתי להתמודד שתי ילדים קטנים במהלך הסגר מבלי לצאת מהבית אפילו לקניות בוקר נאלצתי לקום מוקדם לשיעורי הזום הילדים היה קשה במיוחד לבת שלי היא התחילה בית הספר והיא הייתה רגילה למסגרת בית ספר היו ימים שהיה קשה להם לקום בבוקר והם סירבו להיכנס לזום והייתי צריכה להתמודד בזמן שלי היה שיעורי זום במקביל מהמכללה שבוע לתוך הסגר הילדים התחילו להשתגע וכל הזמן לריב ביניהם והרעש התמידי הזה הפריע מאוד להתרכז בלימודים בין לבין הזומים הייתי מבשלת מנקה מסדרת ועוזרת להם בשיעורי הבית במיוחד לבת שהייתי צריכה ללמד אותה בעצמי איך לקרוא לכתוב וזה באותו הזמן שגם היו עבודות הגשה בחנים פרויקטים ומבחנים הייתי עמוסה ואז הגיעה תקופת המבחנים במכללה ונאלצתי ללמוד בלחץ וברעש התמידי בבית בנוסף לכל העומס והמטלות מסביב היה סיוט היו ימים שאבא שלי היה רוצה לעזור בלחץ והיה משאיר אוכל מבושל מחוץ לדלת הבית מחשש להדבקות שהיה הכי נוראי שלא יכלנו להיפגש ההורים שלי שגרים חמש דקות ממני בזמן הסגר למדתי לבשל דברים חדשים שלא ידעתי ובחג הפסח בסגר חמתי שלחה סירים אוכל לכבוד החג ואת שבעת המינים חגגנו החג אני בעלי ושני ילדיי שזה היה הפעם הראשונה שחגגנו החג לבד וזה מאוד הכביד עליי הילדים נפגשו החברים שלהם הסבים הסבות הדודים והדודות היינו יורדים ביחד להוריד הזבל לנשום קצת אוויר והיינו עושים סיבוב מסביב לבית בטווח המאה מטר למרות השינוי הפתאומי שגרמה הקורונה לחיינו הצלחתי לעבור הסמסטר בהצלחה ולצלוח התקופה הזאת,f
268,בחורף האחרון החלטנו אני ועוד כמה חברים לצאת לחופשת סקי ראשונה הרעיון עלה אחרי שראינו בפייסבוק כמה סרטוני גלישה וזה היה נראה מעניין התחלנו לברר לגבי דילים וחופשות ובסוף מצאנו משהו שמתאים לנו חופשה שבוע בערך באתר סקי גדול באירופה עוד משהו שהתלבטנו לגביו היה האם לבחור במגלשיים בסנובורד בסוף החלטנו כולנו לבחור בסנובורד לפני חופשת גלישה המון ציוד שצריך לארגן עשינו יום קניות וקנינו כמה סטים בגדים טרמיים כפפות גרביים מעיל ומכנס לגלישה הגיעה היום וטסנו לאירופה אחרי טיסה שעות בערך נחתנו ביעד אבל כאן הסתיימה הנסיעה מהשדה תעופה לקחנו הסעה עוד בערך שהגענו לאתר סקי יצאנו מהרכב באמצע הלילה והיה קור איימים נכנסו למלון התארגנו והלכנו לישון בבוקר קמנו התארגנו שמנו עלינו שכבות ציוד יצאנו להשכיר הסנובורדים ועלינו להר שילמנו הדרכה קבוצתית קצרה אבל אחרי שראינו שהיא אפקטיבית הקבוצה הייתה גדולה מדי החלטנו להתחיל לנסות לגלוש בעצמנו בהתחלה נופלים המון אבל אחרי כמה נפילות מתחילים להבין הטכניקה החלטנו לעלות ברכבל לאחד המסלולים הקלים ולמרות שזה היה היום הראשון שלנו ההר הצלחנו לסיים אותו כמו שצריך קצת נפילות אבל הרגשנו שהשתפרנו המון סיימנו היום וחזרנו למלון אחר הצהריים ביום למחרת היה כבר הרבה יותר והתחילה סופת שלגים בגלל שהרגשנו שהלך לנו דיי טוב ביום הראשון החלטנו לקחת רכבל למסלול הכי גבוה ההר זאת הייתה החלטה דיי טיפשית בדרך למעלה הסופה התחזקה וכשהגענו למסלול למעלה וירדנו מהרכבל היא הייתה חזקה שהחליטו לעצור הרכבל ולא לעלות אנשים נוספים הסופה הייתה חזקה שבקושי יכלנו לראות מטר קדימה הכרנו המסלול ובקושי ידענו לגלוש ולא היינו בטוחים לאיזה כיוון לגלוש מרוב שהראות הייתה הפנים בגלל שעצרו הרכבל אחרי שירדנו היו גולשים נוספים שהיינו יכולים לשאול אותם לאן לגלוש היה מפחיד ברמות לבסוף מצאנו כמה סימונים לתחילת המסלול והתחלנו לזגזג המסלול ולרדת בזהירות אחרי כמה דקות גלישה איטית הגענו למקום קצת יותר נמוך יותר אנשים כבר נרגענו,f
269,"לפני כמה חודשים נפגשתי חבר שלא התראתי איתו כשנתיים הכרנו במקום עבודה משותף כאשר אני הייתי מועסק דרך חברה חיצונית וכן הוא אבל אותה חברה שקירב בנינו כבר בהתחלה כיוון ששנינו השתייכנו לשום מחלקה צוות במקום העבודה המושתף במהלך פגישתנו הוא הציע לארגן טיול שכל הזמן דיברנו עליו בזמננו בעבודה ההיא ולא באמת יצא לפועל יום שישי האחרון שעה עולים יחד חבר נוסף טיסה מתל אביב לאמסטרדם ציפס הרינג סיור בחנויות לגידולים חקלאיים בצבע ירוק הנה אנו באים בשעה ""יש רופא במטוס"" החבר המארגן חוטף התקף שרוע הרצפה במתחם הדיילות בלון חמצן מתחיל לאבד ומבקש לצאת מהמטוס לפני שהוא מצחוק מחזיר ציוד נחיתת חירום באתונה אמבולנס שדות תעופה מגיע מפנה חברי מצד אחד המטוס לבית החולים השדה חברנו הנוסף ואני יוצאים מהצד השני נפרדים לשלום מהמטוס הממשיך ליעדו בעיר התעלות בדהירה באמבולנס משדה התעופה לבית החולים באתונה כולל צקלקות וסירנה טיפול נמרץ מלא מלא החבר נכנס לצנתור חירום ולאשפוז בבית החולים אנו מתארגנים מלון בעיר להמשך השהות שלנו שומרים קשר בית החולים והמשפחה הולכים לישון קמים למחרת הבוקר שאחרי היה קשה לעיכול ואחרי שהתעשתנו מעט פתאום הבנו שאנחנו נמצאים באתונה קשור אתונה עושים באתונה עכשיו יאללה בוא נרד למרכז נראה כבר מנסה למלא הזמן לעשות מהלימון לימונצלו ולהכיר מעט העיר מחפש להירשם לאיזה סיור קולינרי הסיורים יצאו כבר וביום למחרת ראשון אין סיורים הכל סגור מאלתר נקודות לסיור אוכל עצמאי משוטט משוק לדוכן יוצא מחנות מוצרי דבש ופוגש שני זוגות ישראליים בדיוק נכנסים פנימה התחבבו עליי דיי מהר ומשם הדברים התחילו לקבל תפנית קצת שונה מהחוויה שעברתי והצליחו לגרום להנות אותם זוג ישראלים בקשר איתי היום כמעט שנה אחרי החבר שאירגן הטיול בסדר",m
270,במהלך השנה ניסיתי להתקבל לעבודה חדשה עבודה שיותר מאתגרת אותי ושאני אצבור יותר ניסיון ממנה הייתה שנה פשוטה תהליך חיפוש עבודה לסטודנט הוא אינו פשוט הוא מייגע ומתסכל שלרוב חוזרים אליך ושאתה מתמודד מול עשרות מועמדים ואתה יודע שהסיכויים לרעתך היו כמה ראיונות אשר הצלחתי יותר והצלחתי פחות אבל הצלחתי להתקבל לאף אחד מהם יום אחד מצאתי משרה שמאוד קורצת שמתאימה לתחום וגם קרובה דקות מהבית שלי שרק מזה התלהבתיאמנם תפקיד היה תפקיד שפחות רציתי אבל מאחר והיה ניסיון קודם אמרתי שנלך הגשתי הקוח ושכחתי מזהלפתע כשבועיים לאחר מכן אני קיבלתי טלפון מהמנכל החברה ושוחחנו כמה דקות כדי להכיר אחד השני אחרי מספר שאלות כדי לראות שאני בכלל מועמד פוטנצילי קבענו ריאיון בזום ריאיון טכני שבו עליי להפגין ידע התפקיד שאני הולך לעשות היו ימים להתכונן לכמה שיותר שאלות שהוא אולי ישאל אותי לכן נאלצתי ללמוד לריאיון וגם לשלב הלימודים שהיו בשיא הלחץ הריאיון עבר טוב היייתי והצלחתי לענות מרבית השאלות טוב למדי ואני חושב שהשארתי רושם טוב לאחר כשבוע מורט עצבים התקשרו אליי ואמרו שהם יביאו מטלת בית לעשות שמחתי מאוד שהתקדמתי בתהליך אבל הלימודים התואר היו מורטי עצבים ושוב הייתי צריך לשלב בין העבודה הנוכחית המטלת בית והלימודים התואר המטלה הייתה קשה לקחה זמן לבסוף הגשתי אותה לפני הזמן והייתי שמח מהתוצאה שוב חיכיתי וחיכיתי וכעבור שבועיים קיבלתי טלפון נוסף מהחברה לריאיון נוסף במשרד המנכל השני בחברה שמחתי מאוד הרגשתי שאני רואה הסוף ושאני לקראת הסוף התהליך הריאיון הלך טוב מאוד הרגשתי שהם רוצים והפגנתי רצון שאני סטודנט הרגשתי שזה היווה בעיה מבחינתם לכן הרגשתי מאוד טוב וחיכיתי לחוזה ידעתי כבר שהכל לוקח לאט אצלהם לכן ידעתי ששוב תבוא השיחה בעוד שבוע כעבור שבוע קיבלתי sms לשלוח ממליצים דבר שנהוג לעשות אותו לכן נתנתי להם הטלפון המנהל הקודם שלי שלב הממליצים אמור להיות בדרך כלל טוב לכן חששתי ממנו לאחר כמה ימים שכבר חשבתי שאני אקבל חוזה אני קיבלתי מייל שבו אמרו שאני אמנם הייתי מועמד טוב אבל לצערי יקחו אותי התבאסתי מאוד משום שזה היה תהליך מאוד ארוך שנמשך כחודשיים ומאוד ציפיתי והרגשתי שזה כבר בידיים שלי אבל חמק,m
271,בתחילתה הקורונה התחלתי להתמיין לחברות הייטק למשרה ראשונה היה מסע פשוט בכלל נדרש הרבה זמן שחברות התחילו להתקשר ולזמן אותי לראיונות עבודה וגם לקח זמן שאני מצאתי העבודה שבה אני רוצה להתחיל מבחינה מקצועית עברתי כמה וכמה ראיונות עבודה בכולם הרגשתי יחסית טוב ובהתאם היו התשובות לבסוף לאחר חודשיים ראיונות עבודה נשארתי דילמה בין חברות ובחרתי בחברה שבה ראיתי עצמי מתפתח יותר מקצועית התחלתי לעבוד ומהר מאוד התחלנו לעבוד מהבית מרחוק והרגשתי שאני פשוט יודע לעשות מכיוון שלא הכרתי העבודה ולאחר שבועיים להתחיל לעבוד מהבית בלי הרבה עזרה ובלי ידע היה מאוד מאתגר וקשה ולכן בהתחלה הרגישה משרת חלומותיי מהצד המקצועי ולא מהצד החברתי חברי הצוות היו פחות חברותיים וכל אחד היה עסוק במשימותיו בלבד ללא אינטרקציה איתי הסובבים בכלל ידעתי לעשות אבל הייתה ממש האופציה לעזוב וללכת למקום אחר בטוח במצב שרק התחלתי משרה ראשונה ואני סטודנט וגם קורונה לאחר כמה חודשים הגיע אלינו ראש צוות חדש הרבה ידע ונסיון בתחום אפשר להגיד שמאותו הרגע חווית העבודה השתנתה פלאים התחלתי לקבל יותר משימות משמעותיות בצוות למרות שאני עובר במשרת סטודנט ואיתי בצוות אנשים נסיון הרבה יותר עשיר וכמובן יותר ידע בצד החברתי המצב השתפר בהרבה חברי הצוות נהיו יותר מגובשים לפחות חלקם הקשר בינינו התחזק מקצועית וגם חברתית אני וראש הצוות התחברנו מאוד ומנהלים שיחות אישיות שלא קשורות לעבודה ומרגישים מאוד בנוח לשוחח ולחלוק אחד השני בנושאי העבודה וגם בנושאים אחרים ישנו שיפור מקצועי גדול מאוד מאז ולכן קיבלתי ביקורות טובות מאוד עבודתי מראש הצוות וראש הקבוצה שמאוד שימח אותי באמת ננתי המקסימום בעבודה לאחרונה ראש הצוות פנה מיוזמתו לממונה עליו מנת שאקבל העלאה בשכר והדגיש שהוא מאוד מרוצה ממני,m
272,לפני פחות משנה כאשר הגיע יום ההולדת שלי בדיוק הייתי כמו בכל יום התחלתי להתארגן למכללה כדי להתחיל שגרת היום שטפתי פנים והכנתי ארוחת בוקר הלכתי ברגל מהבית לכיוון המכללה שהיא קרובה אלי מאוד דקות מהבית לכתי ברחוב מצאתי שטר שקל כמובן הייתי שמח והרגשתי שהינה הגיע עוד יום המזל שלי תמיד משחק לטובתי המשכתי ללכת וציפור דרור שעפה מעלי עשתה צרכה ראשי בנוסף לכל קיבלתי הודעה שלושה מבחנים שקיבלתי במבחן מסכם הקורס וכמו שאומרים שאין מזל יותר לכן הרגשתי שזה יום שבו צריך לנסות ולהרוויח כסף שאני ממש טוב ולכן החלטתי לעבור באחד הביתנים מפעל הפיס וביקשתי לקנות עשרה כרטיסים והתחלתי לגרד הכרטיסים כרטיס ראשון זכיתי שקל כרטיס שני זכיתי באוטו כרטיס שלישי זכיתי שקל כרטיס רביעי זכיתי בטיסה לחלל לירח כרטיס חמישי זכיתי בצלילה ליוויתנים בים המלחכרטיס שישי התאכזבתי וזכיתי במיליון שקל כרטיס שביעי זכיתי בקוף מתנה כרטיס שמיני קיבלתי חופשה זוגית במעמקי האדמהכרטיס תשיעי יצא מינוס שקל וכרטיס אחרון זכיתי במתנה חברת פייסבוק בדיוק נמאס למארק חברי הטוב להיות הבעלים שלה הוא פתח חברה חדשה לוגו מגניב יותר והוא נתן למפעל הפיס שובר זכייה החברה שלו כמובן ידעתי שכל מגיע בגלל שתמיד היה מזל בחיים בלימודים שהכל אצלי בהצטיינות ואם בספורט בתחרות האולימפיים שבזכותי ישראל זכתה בעשרים מדליות זהב בשחייה לרוחק ולעומקכמוכן הייתי האצן המהיר ביותר בעולם יותר כמובן שאנחנו הישראלים ידועים בזה שאנחנו מהירים מאוד וזה דבר קטן מהיכולות המיוחדות שלי בצבא הייתי בסיירת מיוחדת שנשלחת לחלל לפעולות מבצעיות נגד חייזרים מנת להילחם בכל רחבי הגלקסיה שסיימתי השירות שלי לאחר שנה כמו שתמיד אומרים החברים המזל תמיד שיחק לטובתי,m
273,"היה בוקר שגרתי שבו קמתי לעבודה ויצאתי מהבית בשעות הבוקר המוקדמות עבדתי בתור נציג במוקד טלפונים אני אחד שאוהב ספורט ולהמר הספורט בנוסף לזה הייתי מנוי בפייס והייתי נוהג להמר מידי פעם אבל בספורט יותר באותו יום החלטתי שאני ממלא טופס לוטו הפרס היה מיליון ש""ח שזהו פרס יחסית דיי גבוה זכו שבועיים ברצף כשאני בוחר המספרים וממלא הטופס אני מחליט שאני ממלא האקסטרה שזהו מספר בנוסף לטופס לוטו שהמכונה מייצרת אוטומטית ואתה יכול לזכות ש""ח לאחר שמילאתי הטופס הבאתי אותו למוכר שילמתי ויצאתי ההגרלה הייתה ביום שבת בערב ואני מילאתי בחמישי היה עוד יומיים לנצל בערב שישי קמתי יצאתי חבריי לבית קפה בתל אביב הזמנו ארוחת בוקר וסיפרתי להם שמילאתי לוטו ואיזה כיף יהיה אזכה כמובן שהם יודעים שאני מהמר לכן זלזלו ואמרו אין מצב שבחיים אזכה ושאני סתם מבזבז הכסף ואני בראשי עדיין מאמין שאזכה בלוטו לאחר שאכלנו ארוחת בוקר הלכנו לשחק כדורגל והתחלנו לעשות טורנירים וכך המשיך היום כשהגיע ערב שבת הטופס בידי ואני מחכה למספרים שיוגרלו בלוטו לאחר שהסתיים להקריא מספרי הלוטו כמובן כמו זכיתי ולא הייתי קרוב אפילו אבל אמרתי לעצמי טוב ניראה האקסטרה המנחה אומר המספרים ואני שומע המספר הראשון אני רואה שיש אני שומע המספר השני אני רואה שיש והדופק מתחיל לעלות המספר האחרון שגם אותו ואני מבין שזכיתי אלף ש""ח והתחלתי לצרוח בבית מרוב אושר ולצעוק כמו משוגע וישר סיפרתי למשפחה ואיזה כיף ואושר כשהגיע מוחרת לאחר המחשבות שלי כבר אעשה הכסף ומה אקנה אני לחנות שממנה מילאתי טופס הלוטו ומראה הטופס ומבקש הכסף המוכר מקליד מספר הטופס ולא רואה הטופס במערכת אני אומר למוכר יכול להיות שילמתי הטופס אותו אצלי תבדוק שוב במערכת אולי הקלדת כמו שצריך המוכר מקליד ושוב רואה שהטופס מוזן במערכת ולכן הוא מסביר שהוא יכול לתת הכסף באותו הרגע התעצבנתי ועשיתי בלאגן והתקשרתי לשירות לקוחות שהרגיעו אותי ואמרו שיבררו העניין לאחר כחצי שעה מסתבר שהטופס אותו שלחתי הוזן במערכת עקב בעיה במערכת עצמה ולכן מצטערים יכולים לתת הכסף כמובן שזו הייתה חוויה מאוד נעימה וכל התכנונים שעשיתי נפלו לטימיון מאותו רגע הימרתי יותר בחיים",m
274,"קצת לפני היומולדת התחלתי להרגיש לחשושים באוויר מתח מסוים והבנתי שחגיגות היומולדת יהיו סתם חגיגות אלא מתוכנן משהו יוצא דופן והתרגשתי מעצם הרעיון סמכתי אמא שלי שתמצא רעיון יצירתי כמו שנה לחגוג יום הולדתי ואכן היא קלעה בול לשאיפות ליבי מזה שנים רבים צניחה חופשית בבוקר קמתי לבלונים מפוזרים בסלון עוגת יום הולדת ושאר חגיגות קשרו עיניי הובלתי לרכב ונסענו נסיעה ארוכה בדרך חשבתי לאן לוקחים אותי כבר שנים קודמות חגגתי בחדר בריחה בטיול לחו"" באילת במסיבה מושקעת בתל אביב הבנתי שהאופציות הולכות ומתמעטות ולכן הופתעתי מאוד כשהגענו לאזור מדברי והבנתי עצם האירוע כשראיתי השלט ""מנחת תימן"" זהו אני הולך להגשים חלום ולצנוח צניחה חופשית הרגשתי דפיקות מואצות מהולות בהתרגשות שמחה וגם פחד ביחד למזלי המשפחה התכנסה ביחד וחלקם החליטו להצטרף לצניחה אבא שלי אחותי דוד שלי ובת דודה שלי הגענו לחדרון קטן הסבירו לנו תהליך הצניחה הסכנות והפעולות שעלי לבצע כדי לצנוח בצורה בטוחה כבר בשלב הזה התחלתי להתחרט הרעיון אבל היה נעים מכל המשפחה שהתכנסה עבורי החלטתי להתגבר החשש לאזור אומץ ""לקפוץ"" לעבר הסכנה עלינו כולנו למטוס הזעיר נדחסנו התלבושות המצחיקות והמנופחות הצמידו מדריך חמוד שניסה להרגיע אותי וסיפר בדיחות מוות שמתקרב ועל הפעמים שהמצנח נפתח ממש נרגעתי הרגע התקרב המטוס כמה פעמים והרגשתי בחילה התרגשות דפיקות ובאופן כללי התחרטתי הכלהמדריך צעק שתים שלוש לקפוץ"" ובוםםםםםםם זהו אין דרך חזרה אני באוויר נופל במהירות גבוהה הנשימה נעתקת מפי העיניים עצומות המצנח נפתח ועכשיו הצלחתי לפתוח לראשונה עיני שאפתי אויר והסתכלתי הנוף המדהים שנשקף מגובה רביאוווו אני צונח חשבתי לעצמי ולא האמנתי שעשיתי זאת הנחיתה הייתה רכה ממש נחתתי והתיישבתי המדריך הצמוד שמעתי קריאות השמחה המשפחה והתענגתי הרגע עשיתי זאת לפעמם חלומות מתגשמים",m
275,לפני מספר חודשים החלטתי לחגוג יום הולדת ולהבדיל משנים קודמות אמרתי שהפעם יהיה היום שלי אני אביא מלא חברים שאני מכיר קרובים וגם רחוקים ויגרום לקירוב לבבות שגם יאפשר לחזור לקשרים אנשים מהעבר בתקופה שחברים היא מצרך נדיר החלטתי לארגן ערב בלתי נשכח שכולל האש מערכת הגברה תאורה וגנרטור ואיך קצת זוהרים מלבנה זוהרים לקח מספר ימים לדבר כולם להתקשר ולשלוח הודעות לרוב מכרי ועוד מספר ימים לארגן הציוד הנדרש שכלל מחצלות וכיסאות ולבקש טובות מאנשים אתה תביא מים אתה תביא אלכוהול וכו ערב המפגש התחיל ואני כמובן הייתי שמח וצוהל החברים החלו להגיע האלכוהול התחיל לזרום ואז האלכוהול התחיל לזרום עוד ועוד ועוד דברים שונים ומשונים התחילו לזרום כגון המוני אנשים שאני בכלל מכיר במסיבה היו אמורים להיות בסביבות אנשים להפתעתי הגיעו יותר איש הישיבה הכיפית מחצלות בחוף הים כמה מנגלים ומוזיקה טובה הפכה להיות מפגש אנשים שלא ראיתי בחיי וחלק רציתי לראות בחיי ההמולה והבלגן גרמו לנזק להרבה מהציוד כולל גאון שהדליק המדורה דלק הגנרטור ששרף ציוד וגם כמעט היד שלו קרו עוד גיהוקים במהלך המסיבה כמו נייד משטרה שהגיע והחלה לעשות חיפוש אנשים למזלי עצרה המסיבה היא הייתה בתשלום בסוף המסיבה שני חברים שהגיעו עשו תאונה אחד השני שהיו תחת השפעת אלכוהול השיכור מבניהם החליט לברוח הביתה והשני החליט להרדם ברכב לבוקר להתפקח ואז להחליט לעשות חצי מהציוד נשאר שהיה אמור לעזור להחזיר פשוט חזר הביתה בלי להודיע ולהפתעתי הארנק שהכיל הכסף שהייתי אמור לתת לחברת ציוד שהביאה הגנרטור ואת ההגברה נגנבנפל נשכח ממסיבה שהייתה אמורה להחזיר אותי טיפה לחיים אנשים ולגרום לקבל תשומת הלב שהייתי מאוד צריך באותה התקופה הפכתי למפגר שהרס לנו יום שישי,m
276,"היום שבו אכלתי השווארמה הכי טעימה בארץ הכל התחיל לפני כמה חודשים כשחברי הטוב מהלימודים הזמין החברה לטיול בנחל אלכסנדר ולבקר בשווארמה שלטענתו היא הכי טובה בארץ אשקר היה נשמע יותר מדי טוב מכדי להאמין אבל זרמתי יאללה ניקח האוטו ונצפין לחדרה במהלך הנסיעה אספתי שני חברים וצחקנו הדרך מכבי אביב שאיבדו האליפות להפועל חדרה אול דברים טובים בחדרה בנוסף לניצחון מכבי אביב הגענו מתיישבים בנחל אלכסנדר משחקים ששבש ופריסבי החופש הזה והטיול הגיעו בזמן אמצע הסמסטר היה כיף לשבור שגרה וסתם להנות חברים בדיוק החבר הגבוה שלנו סיפר שהוא רוצה להיות צמחוני הוא רוצה לפגוע יותר בבעליי חיים הוא התחיל להסביר שהוא ראה סרט בנטפליקס שהשפיע עליו ולכן היום הארוחה האחרונה שלו בשר לפני שהוא נעשה צמחוני הפתיע אותנו הוא היה מגבש אותנו תמיד בערבי המבורגר וחיפוש אחר מסעדות טעימות בתל אביב הולך לשבור לנו המסורת ההמבורגרים חשבתי לעצמי אבל כיבדתי אותו אחרי שישבנו ונהנו מההתנתקות מהלימודים הגיע הזמן ללכת לאכול החדרתי לקח אותנו לסניף החדש שאולי שהכרתי מהסיפורים שלו צחקתי עליו שהוא תמיד מזמין פיתה וזה משביע אותו היה הרבה תור והופתעתי לרגע חשבתי שיש בחדרה לעשות חברי הסביר שזה המקום היחידי בחדרה תנועה אנשים כמו בתל אביב החדרתי הזמין לאפה עגל הגבוה הזמין פיתה עגל הוא פעם מסיים לאפה ונראה כמו גירפה נמוכת קומה הקרואטי הזמין לאפה הרבה חריף ואני שמעתי לעצת חברי הטוב הזמנתי לאפה עגל התיישבנו וחברי דאג לנו לירקות חמוצים ציפס ומלא טחינה הוא הזמן היה אומר שהרגע שהכי מעציב אותו הוא בסוף השווארמה משאירה אותו טעם עוד האמנתי לרגע הזה שהתחלתי לאכול הביס הראשון והטעם המיוחד השווארמה השאירו אותי מופתע לטובה אמרתי ""אתה צודק השווארמה הכי טובה בארץ""",m
277,שלום לכולם רציתי לספר חוויה שלי מהשנה האחרונה הסיפור שלי הוא הטיסה שלי לדובאי לפני כחודשיים בשיא הגל הרביעי מגפת הקורונה סגרתי כרטיסי טיסה ולאשתי כמתנה ליום ההולדת שלה הגענו ביום המיוחל לשדה התעופה גוריון באנו בדיקת קורונה שלילית מבעוד מועד ועברנו ההליך הבטחוני במהירות תוך הקפדה עטיית מסיכה הגענו לדיוטי פרי בערך כשעתיים לפני הטיסה וכמו ישראלי טוב התחלנו מסע הקניות המקדים כבר העמסנו העגלה בשלל שוקולדים איכותיים אלכוהול שהתברר שקנינו באותו מחיר כמו בארץ וכמה בשמים שהיו במבצע השארנו הכל בארץ לאיסוף בחזור ועלינו למטוס אלעל לדובאי לאחר כשעתיים וחצי טיסה נחתנו בדובאי בשדה תעופה ענק ביצענו בדיקת קורונה שיצאה שלילית ולאחר מכן לקחנו מונית למלון לאורך הנסיעה התפעלנו מגורדי השחקים ומהעושר שנמצא בכל פינה מרכבי יוקרה לקישוטי זהב מבנים הגענו למלון זרקנו המזוודות ויצאנו לקניון אין דרך לתאר הקניון הוא פשוט עצום עשינו קניות ולאחר מכן הלכנו אזור החלקה הקרח גלשנו קצת ולאחר מכן הלכנו לאכול ארוחת ערב סיימנו לאכול וחזרנו למלון והלכנו לישון בבוקר שלמחרת יצאנו לטיול ספארי במדבר שהוא ללא ספק האטרקציה המרכזית למי שרוצה לחוות המדבר ולא מעט מגדירים הטיול כאטרקציית חובה מדובר בטיול המשלב כמה וכמה אטרקציות יחדאנחנו בחרנו לעשות טיול גיפים שכלל ארוחה מסורתית ומופע ריקודי בטן מסורתיים בשעות הערב חזרנו למלון להתארגנות ויצאנו לראות הבורג חליפה שהיינו הבניין הכי גבוה בעולם כשהגענו הופתענו מגובהו חשבנו שעזראילי גבוה ישבנו לאכול במסעדת אטמוספייר שהינה המסעדה הכי גבוהה בעולם הממוקמת פני קומות הנוף משקיף דובאי ויכלנו לראות משם המזרקות המפורסמות דובאי ביום למחרת השכמנו מוקדם בבוקר ושכרנו רכב יוקרה מסוג פרארי ונסענו לאי התמרים התמרים הינם איים מלאכותיים יפיפיים עליהם ממוקמים בתי מלון ודירות מהיפים בדובאי באותו יום בערב כבר נסענו לשדה התעופה חיכינו לטיסה וחזרנו לארץ ללא ספק דובאי השאירה טעם עוד ואנחנו עוד נחזור,f
